Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
gwenjbrewer,gwenjbrewer,,0,0,0,0,0,0,0,0
veritykalcev,veritykalcev,,0,0,0,0,0,0,0,0
thejanharvey,thejanharvey,,0,0,0,0,0,0,0,0
fronthold,fronthold,,0,0,0,0,0,0,0,0
photomikeyhere,photomikeyhere,,0,0,0,0,0,0,0,0
ianwoodley6,ianwoodley6,,0,0,0,0,0,0,0,0
primalpolitical,primalpolitical,,0,0,0,0,0,0,0,0
newsslasher,newsslasher,,0,0,0,0,0,0,0,0
vivienmiss,vivienmiss,,0,0,0,0,0,0,0,0
tomroper87,tomroper87,,0,0,0,0,0,0,0,0
gisele24021992,gisele24021992,,0,0,0,0,0,0,0,0
jonneepac,jonneepac,,0,0,0,0,0,0,0,0
eaamalyon,eaamalyon,,0,0,0,0,0,0,0,0
2lindacampbell,2lindacampbell,,0,0,0,0,0,0,0,0
legaleager,legaleager,,0,0,0,0,0,0,0,0
themobprincessa,themobprincessa,,0,0,0,0,0,0,0,0
eeekingthrulife,eeekingthrulife,,0,0,0,0,0,0,0,0
mmmin57,mmmin57,,0,0,0,0,0,0,0,0
glitter_brain,glitter_brain,,0,0,0,0,0,0,0,0
jimmfelton,jimmfelton,,0,0,0,0,0,0,0,0
blauxlia,blauxlia,,0,0,0,0,0,0,0,0
sparklesfluffy,sparklesfluffy,,0,0,0,0,0,0,0,0
bennypattyn,bennypattyn,,0,0,0,0,0,0,0,0
seriouslywtfk,seriouslywtfk,,0,0,0,0,0,0,0,0
pamelahenley2,pamelahenley2,,0,0,0,0,0,0,0,0
nellymtd,nellymtd,,0,0,0,0,0,0,0,0
rax230,rax230,,0,0,0,0,0,0,0,0
terifar333,terifar333,,0,0,0,0,0,0,0,0
cambridgecrown,cambridgecrown,,0,0,0,0,0,0,0,0
antipolluters,antipolluters,,0,0,0,0,0,0,0,0
it_real1,it_real1,,0,0,0,0,0,0,0,0
jenni_hot,jenni_hot,,0,0,0,0,0,0,0,0
hwaleswatch,hwaleswatch,,0,0,0,0,0,0,0,0
rockiekatz,rockiekatz,,0,0,0,0,0,0,0,0
scarborian133,scarborian133,,0,0,0,0,0,0,0,0
anag24782404,anag24782404,,0,0,0,0,0,0,0,0
vicsinghb,vicsinghb,,0,0,0,0,0,0,0,0
teresajhol,teresajhol,,0,0,0,0,0,0,0,0
myfamousfeline,myfamousfeline,,0,0,0,0,0,0,0,0
emmakennedy,emmakennedy,,0,0,0,0,0,0,0,0
1michaelfinn,1michaelfinn,,0,0,0,0,0,0,0,0
disgruntledcom2,disgruntledcom2,,0,0,0,0,0,0,0,0
mutasa47,mutasa47,,0,0,0,0,0,0,0,0
solarwhite100,solarwhite100,,0,0,0,0,0,0,0,0
alex31c,alex31c,,0,0,0,0,0,0,0,0
spikedonline,spikedonline,,0,0,0,0,0,0,0,0
pinarakarturk,pinarakarturk,,0,0,0,0,0,0,0,0
livnluv33,livnluv33,,0,0,0,0,0,0,0,0
notyou08958013,notyou08958013,,0,0,0,0,0,0,0,0
barca_260599,barca_260599,,0,0,0,0,0,0,0,0
brcena,brcena,,0,0,0,0,0,0,0,0
tkphockey,tkphockey,,0,0,0,0,0,0,0,0
megynkelly,megynkelly,,0,0,0,0,0,0,0,0
telbabe,telbabe,,0,0,0,0,0,0,0,0
kilemb0,kilemb0,,0,0,0,0,0,0,0,0
dailytelegraph,dailytelegraph,,0,0,0,0,0,0,0,0
mylifeisgreat95,mylifeisgreat95,,0,0,0,0,0,0,0,0
ang1956,ang1956,,0,0,0,0,0,0,0,0
amcarmela2,amcarmela2,,0,0,0,0,0,0,0,0
scenerybc,scenerybc,,0,0,0,0,0,0,0,0
lucille2067,lucille2067,,0,0,0,0,0,0,0,0
blu_alexia,blu_alexia,,0,0,0,0,0,0,0,0
mickynewsoz,mickynewsoz,,0,0,0,0,0,0,0,0
mudassarch007,mudassarch007,,0,0,0,0,0,0,0,0
fawadchaudhry,fawadchaudhry,,0,0,0,0,0,0,0,0
ashwini63747814,ashwini63747814,,0,0,0,0,0,0,0,0
royalmegnews,royalmegnews,,0,0,0,0,0,0,0,0
lamafat,lamafat,,0,0,0,0,0,0,0,0
tweetingbrit,tweetingbrit,,0,0,0,0,0,0,0,0
flowersenglish,flowersenglish,,0,0,0,0,0,0,0,0
phenri51,phenri51,,0,0,0,0,0,0,0,0
normal219,normal219,,0,0,0,0,0,0,0,0
toohersean,toohersean,,1,1,1,0,7,0,8,8
duchessonduty,duchessonduty,,0,0,0,0,0,0,0,0
jmgalilea,jmgalilea,,0,0,0,0,0,0,0,0
begonavillacis,begonavillacis,,0,0,0,0,0,0,0,0
megsbanana,megsbanana,,0,0,0,0,0,0,0,0
aryamrosi,aryamrosi,,0,0,0,0,0,0,0,0
kaheina3009,kaheina3009,,0,0,0,0,0,0,0,0
maze_fb,maze_fb,,0,0,0,0,0,0,0,0
janthea46,janthea46,,0,0,0,0,0,0,0,0
julieja22642265,julieja22642265,,0,0,0,0,0,0,0,0
householdsussex,householdsussex,,0,0,0,0,0,0,0,0
anneseabee666,anneseabee666,,0,0,0,0,0,0,0,0
barrow_ivy,barrow_ivy,,0,0,0,0,0,0,0,0
jaxhanlon,jaxhanlon,,0,0,0,0,0,0,0,0
merlivnamonroe,merlivnamonroe,,0,0,0,0,0,0,0,0
margaretclassey,margaretclassey,,0,0,0,0,0,0,0,0
katybarriosc,katybarriosc,,0,0,0,0,0,0,0,0
vanityfairspain,vanityfairspain,,0,0,0,0,0,0,0,0
netflix,netflix,,0,0,0,0,0,0,0,0
lizziedee16,lizziedee16,,0,0,0,0,0,0,0,0
elenastahov,elenastahov,,0,0,0,0,0,0,0,0
gina_auria,gina_auria,,0,0,0,0,0,0,0,0
disthebestc,disthebestc,,0,0,0,0,0,0,0,0
chayinrojas,chayinrojas,,0,0,0,0,0,0,0,0
viri_rios,viri_rios,,0,0,0,0,0,0,0,0
steinfireflint,steinfireflint,,0,0,0,0,0,0,0,0
paulwil31139494,paulwil31139494,,0,0,0,0,0,0,0,0
mizoneteaspoon,mizoneteaspoon,,0,0,0,0,0,0,0,0
queenca34513671,queenca34513671,,0,0,0,0,0,0,0,0
maureendalby,maureendalby,,0,0,0,0,0,0,0,0
sussexreal,sussexreal,,0,0,0,0,0,0,0,0
tltf1973,tltf1973,,1,1,1,0,15,0,8,8
reashelby1,reashelby1,,0,0,0,0,0,0,0,0
laurenj77,laurenj77,,0,0,0,0,0,0,0,0
jared_secret,jared_secret,,0,0,0,0,0,0,0,0
nubianmatriarch,nubianmatriarch,,0,0,0,0,0,0,0,0
more_milf,more_milf,,0,0,0,0,0,0,0,0
sugarka82730928,sugarka82730928,,0,0,0,0,0,0,0,0
jjcwow,jjcwow,,0,0,0,0,0,0,0,0
ochustler,ochustler,,0,0,0,0,0,0,0,0
doctuir,doctuir,,0,0,0,0,0,0,0,0
mukhtar_iam,mukhtar_iam,,0,0,0,0,0,0,0,0
jasinya6,jasinya6,,0,0,0,0,0,0,0,0
tomsyvret,tomsyvret,,0,0,0,0,0,0,0,0
westhammonty,westhammonty,,0,0,0,0,0,0,0,0
syrobbo1,syrobbo1,,0,0,0,0,0,0,0,0
alexpreiss4,alexpreiss4,,0,0,0,0,0,0,0,0
skinspire2015,skinspire2015,,0,0,0,0,0,0,0,0
yakuzachicka,yakuzachicka,,0,0,0,0,0,0,0,0
meghanmarklefa1,meghanmarklefa1,,0,0,0,0,0,0,0,0
cancerwarrior05,cancerwarrior05,,0,0,0,0,0,0,0,0
argiano,argiano,,0,0,0,0,0,0,0,0
palinterest,palinterest,,0,0,0,0,0,0,0,0
ayebegorra,ayebegorra,,0,0,0,0,0,0,0,0
sarafinanonovya,sarafinanonovya,,0,0,0,0,0,0,0,0
dizruption1,dizruption1,,0,0,0,0,0,0,0,0
bonnetsandbees,bonnetsandbees,,0,0,0,0,0,0,0,0
paisley23546418,paisley23546418,,0,0,0,0,0,0,0,0
outspokensphere,outspokensphere,,0,0,0,0,0,0,0,0
mrtrevorcoultmc,mrtrevorcoultmc,,0,0,0,0,0,0,0,0
stanley_walker,stanley_walker,,0,0,0,0,0,0,0,0
profsked,profsked,,0,0,0,0,0,0,0,0
jdzl_76,jdzl_76,,0,0,0,0,0,0,0,0
bambi1082,bambi1082,,0,0,0,0,0,0,0,0
grobisou,grobisou,,0,0,0,0,0,0,0,0
gabpile,gabpile,,0,0,0,0,0,0,0,0
eveningstandard,eveningstandard,,0,0,0,0,0,0,0,0
deborah06909621,deborah06909621,,0,0,0,0,0,0,0,0
jeanninemckenna,jeanninemckenna,,0,0,0,0,0,0,0,0
dee_str,dee_str,,0,0,0,0,0,0,0,0
vicky38127060,vicky38127060,,0,0,0,0,0,0,0,0
keanespirit,keanespirit,,0,0,0,0,0,0,0,0
fergalkiernan,fergalkiernan,,0,0,0,0,0,0,0,0
jaycee1001,jaycee1001,,0,0,0,0,0,0,0,0
ambreenhaider01,ambreenhaider01,,0,0,0,0,0,0,0,0
bambibeth83,bambibeth83,,0,0,0,0,0,0,0,0
nikkidpr1,nikkidpr1,,0,0,0,0,0,0,0,0
shecometh,shecometh,,0,0,0,0,0,0,0,0
21stcenturywhat,21stcenturywhat,,0,0,0,0,0,0,0,0
bella_phipps,bella_phipps,,0,0,0,0,0,0,0,0
angie_rejoineu,angie_rejoineu,,0,0,0,0,0,0,0,0
britwithtalent,britwithtalent,,0,0,0,0,0,0,0,0
cool2_b,cool2_b,,0,0,0,0,0,0,0,0
david_chippa,david_chippa,,0,0,0,0,0,0,0,0
oliverdarcy,oliverdarcy,,0,0,0,0,0,0,0,0
mrsxxv25,mrsxxv25,,0,0,0,0,0,0,0,0
barb_a1,barb_a1,,0,0,0,0,0,0,0,0
toricambridge,toricambridge,,0,0,0,0,0,0,0,0
british_north,british_north,,0,0,0,0,0,0,0,0
tamarindos9,tamarindos9,,0,0,0,0,0,0,0,0
mememcclellan,mememcclellan,,0,0,0,0,0,0,0,0
emeryvillematty,emeryvillematty,,0,0,0,0,0,0,0,0
latimesent,latimesent,,0,0,0,0,0,0,0,0
gregoryglake,gregoryglake,,0,0,0,0,0,0,0,0
vanelstanton,vanelstanton,,0,0,0,0,0,0,0,0
lifecontented,lifecontented,,0,0,0,0,0,0,0,0
phoebeb43239411,phoebeb43239411,,0,0,0,0,0,0,0,0
september_gurl,september_gurl,,0,0,0,0,0,0,0,0
delilahc401,delilahc401,,0,0,0,0,0,0,0,0
xtinapass,xtinapass,,0,0,0,0,0,0,0,0
janetsinclair,janetsinclair,,0,0,0,0,0,0,0,0
fayeh321,fayeh321,,0,0,0,0,0,0,0,0
alexandriacoxt1,alexandriacoxt1,,0,0,0,0,0,0,0,0
lukemcgee,lukemcgee,,0,0,0,0,0,0,0,0
phoebedinsmore_,phoebedinsmore_,,0,0,0,0,0,0,0,0
malinda1835,malinda1835,,0,0,0,0,0,0,0,0
jonjburrows,jonjburrows,,0,0,0,0,0,0,0,0
entsocialnn,entsocialnn,,0,0,0,0,0,0,0,0
melodypj4,melodypj4,,0,0,0,0,0,0,0,0
beadobbratz,beadobbratz,,0,0,0,0,0,0,0,0
lillimere,lillimere,,0,0,0,0,0,0,0,0
heronsgrove,heronsgrove,,0,0,0,0,0,0,0,0
asc6886,asc6886,,0,0,0,0,0,0,0,0
terryho63967129,terryho63967129,,0,0,0,0,0,0,0,0
tygrrrrexpress,tygrrrrexpress,,0,0,0,0,0,0,0,0
latimes,latimes,,0,0,0,0,0,0,0,0
trivino14079034,trivino14079034,,0,0,0,0,0,0,0,0
poodletoken,poodletoken,,0,0,0,0,0,0,0,0
clevr_blends,clevr_blends,,0,0,0,0,0,0,0,0
bob73not,bob73not,,0,0,0,0,0,0,0,0
callmejazzman,callmejazzman,,0,0,0,0,0,0,0,0
davidjmcclure,davidjmcclure,,0,0,0,0,0,0,0,0
vernon78784378,vernon78784378,,0,0,0,0,0,0,0,0
jisselmind,jisselmind,,0,0,0,0,0,0,0,0
sannetje_26,sannetje_26,,1,1,1,1.5,3,1,2,3
primulabond,primulabond,,0,0,0,0,0,0,0,0
zorinstv,zorinstv,,0,0,0,0,0,0,0,0
threadreaderapp,threadreaderapp,,0,0,0,0,0,0,0,0
4tiglion,4tiglion,,0,0,0,0,0,0,0,0
caitym11,caitym11,,0,0,0,0,0,0,0,0
_byron____,_byron____,,0,0,0,0,0,0,0,0
jkcorden,jkcorden,,0,0,0,0,0,0,0,0
hrhmeghandaily,hrhmeghandaily,,0,0,0,0,0,0,0,0
weareinvictus,weareinvictus,,0,0,0,0,0,0,0,0
tcwlw,tcwlw,,0,0,0,0,0,0,0,0
deathntaxesprof,deathntaxesprof,,0,0,0,0,0,0,0,0
roccohowat1,roccohowat1,,0,0,0,0,0,0,0,0
betrueplease,betrueplease,,0,0,0,0,0,0,0,0
cana90,cana90,,0,0,0,0,0,0,0,0
tombuck31671469,tombuck31671469,,0,0,0,0,0,0,0,0
masa20215746802,masa20215746802,,0,0,0,0,0,0,0,0
fashifi,fashifi,,0,0,0,0,0,0,0,0
jeantrust,jeantrust,,0,0,0,0,0,0,0,0
1jeanbaptiste1,1jeanbaptiste1,,0,0,0,0,0,0,0,0
vanityfair,vanityfair,,0,0,0,0,0,0,0,0
heyladywhatsup,heyladywhatsup,,0,0,0,0,0,0,0,0
pagantrelawney,pagantrelawney,,0,0,0,0,0,0,0,0
dgivensterry,dgivensterry,,6,0.22695,0.263021,0,16,1,1,2
raghavparikh2,raghavparikh2,,0,0,0,0,0,0,0,0
linzstracs,linzstracs,,0,0,0,0,0,0,0,0
wellofthoughts,wellofthoughts,,0,0,0,0,0,0,0,0
ddarveyy,ddarveyy,,0,0,0,0,0,0,0,0
washfm,washfm,,0,0,0,0,0,0,0,0
auntiewaa,auntiewaa,,0,0,0,0,0,0,0,0
jamiefr10016993,jamiefr10016993,,0,0,0,0,0,0,0,0
torcentre,torcentre,,0,0,0,0,0,0,0,0
suethemackgirl,suethemackgirl,,0,0,0,0,0,0,0,0
pippablack83,pippablack83,,0,0,0,0,0,0,0,0
bentpink,bentpink,,0,0,0,0,0,0,0,0
kirstyc37889353,kirstyc37889353,,0,0,0,0,0,0,0,0
rideinthestorm,rideinthestorm,,0,0,0,0,0,0,0,0
nadine_writes,nadine_writes,,0,0,0,0,0,0,0,0
oxjustice,oxjustice,,0,0,0,0,0,0,0,0
trenysianthomas,trenysianthomas,,0,0,0,0,0,0,0,0
jon_trickett,jon_trickett,,0,0,0,0,0,0,0,0
michelleruiz,michelleruiz,,0,0,0,0,0,0,0,0
lstaples_cpacga,lstaples_cpacga,,0,0,0,0,0,0,0,0
che_maree01,che_maree01,,0,0,0,0,0,0,0,0
hazelallykat,hazelallykat,,0,0,0,0,0,0,0,0
cooper85jenn,cooper85jenn,,0,0,0,0,0,0,0,0
solojaxjen,solojaxjen,,0,0,0,0,0,0,0,0
operawinfrey,operawinfrey,,0,0,0,0,0,0,0,0
chrissyteigen,chrissyteigen,,0,0,0,0,0,0,0,0
ardenmystacre,ardenmystacre,,0,0,0,0,0,0,0,0
casey_roberts12,casey_roberts12,,0,0,0,0,0,0,0,0
lesley39479938,lesley39479938,,0,0,0,0,0,0,0,0
todaynewsstory,todaynewsstory,,0,0,0,0,0,0,0,0
officialbarnesy,officialbarnesy,,0,0,0,0,0,0,0,0
nowthisnews,nowthisnews,,0,0,0,0,0,0,0,0
bretonnenana,bretonnenana,,0,0,0,0,0,0,0,0
purepeople,purepeople,,0,0,0,0,0,0,0,0
c_w_uk,c_w_uk,,0,0,0,0,0,0,0,0
jaj_jj,jaj_jj,,0,0,0,0,0,0,0,0
jjchalmersrm,jjchalmersrm,,0,0,0,0,0,0,0,0
queseraserac,queseraserac,,0,0,0,0,0,0,0,0
nanispeaks18,nanispeaks18,,0,0,0,0,0,0,0,0
sofiahameln,sofiahameln,,0,0,0,0,0,0,0,0
jasamgurlie,jasamgurlie,,0,0,0,0,0,0,0,0
voulal2010,voulal2010,,0,0,0,0,0,0,0,0
royal_analysis,royal_analysis,,0,0,0,0,0,0,0,0
vanessarosato2,vanessarosato2,,0,0,0,0,0,0,0,0
parismatch,parismatch,,0,0,0,0,0,0,0,0
fleaglebeagle,fleaglebeagle,,0,0,0,0,0,0,0,0
mccruddenm,mccruddenm,,0,0,0,0,0,0,0,0
cp24,cp24,,0,0,0,0,0,0,0,0
sharonandrea,sharonandrea,,0,0,0,0,0,0,0,0
sussexnewbie,sussexnewbie,,0,0,0,0,0,0,0,0
cogitator99,cogitator99,,0,0,0,0,0,0,0,0
joinaunionpls,joinaunionpls,,0,0,0,0,0,0,0,0
grifiki,grifiki,,0,0,0,0,0,0,0,0
bamamomin,bamamomin,,0,0,0,0,0,0,0,0
pausefun,pausefun,,0,0,0,0,0,0,0,0
buffalo84951307,buffalo84951307,,0,0,0,0,0,0,0,0
cher56847203,cher56847203,,0,0,0,0,0,0,0,0
perezhilton,perezhilton,,0,0,0,0,0,0,0,0
liverpoollesley,liverpoollesley,,0,0,0,0,0,0,0,0
kaminidesai16,kaminidesai16,,0,0,0,0,0,0,0,0
parademagazine,parademagazine,,0,0,0,0,0,0,0,0
lynncatwalters,lynncatwalters,,0,0,0,0,0,0,0,0
digitalclocktik,digitalclocktik,,0,0,0,0,0,0,0,0
zhubrykmaryna,zhubrykmaryna,,0,0,0,0,0,0,0,0
kaluuyadani,kaluuyadani,,0,0,0,0,0,0,0,0
bravowwhl,bravowwhl,,0,0,0,0,0,0,0,0
vir_choo_oh_so,vir_choo_oh_so,,0,0,0,0,0,0,0,0
messymegsy,messymegsy,,0,0,0,0,0,0,0,0
claraydelos,claraydelos,,0,0,0,0,0,0,0,0
truthtella1989,truthtella1989,,0,0,0,0,0,0,0,0
ollimag1,ollimag1,,0,0,0,0,0,0,0,0
annasobriety,annasobriety,,0,0,0,0,0,0,0,0
expatnhongkong,expatnhongkong,,0,0,0,0,0,0,0,0
dewrock14,dewrock14,,0,0,0,0,0,0,0,0
regina74,regina74,,0,0,0,0,0,0,0,0
dickflange,dickflange,,0,0,0,0,0,0,0,0
itvpeston,itvpeston,,0,0,0,0,0,0,0,0
eleanor_rigbee,eleanor_rigbee,,0,0,0,0,0,0,0,0
millzach,millzach,,0,0,0,0,0,0,0,0
cariadtweeter,cariadtweeter,,0,0,0,0,0,0,0,0
ruddenmichaela1,ruddenmichaela1,,0,0,0,0,0,0,0,0
theundeadnette,theundeadnette,,0,0,0,0,0,0,0,0
tabssingh,tabssingh,,0,0,0,0,0,0,0,0
wisdompearlsof,wisdompearlsof,,0,0,0,0,0,0,0,0
anaknope,anaknope,,0,0,0,0,0,0,0,0
24x7x24x7,24x7x24x7,,0,0,0,0,0,0,0,0
pinkvilla,pinkvilla,,0,0,0,0,0,0,0,0
alpha_orikaeze1,alpha_orikaeze1,,0,0,0,0,0,0,0,0
againclosed,againclosed,,0,0,0,0,0,0,0,0
kitkat2cats,kitkat2cats,,0,0,0,0,0,0,0,0
amhsatho,amhsatho,,0,0,0,0,0,0,0,0
patrici00429813,patrici00429813,,0,0,0,0,0,0,0,0
liamsco79664081,liamsco79664081,,0,0,0,0,0,0,0,0
tvkev,tvkev,,0,0,0,0,0,0,0,0
allie24603458,allie24603458,,0,0,0,0,0,0,0,0
activa999666,activa999666,,0,0,0,0,0,0,0,0
musekhaotic,musekhaotic,,0,0,0,0,0,0,0,0
dretop1a,dretop1a,,0,0,0,0,0,0,0,0
momentopretinha,momentopretinha,,0,0,0,0,0,0,0,0
saeed_ahmed,saeed_ahmed,,0,0,0,0,0,0,0,0
marieclaire,marieclaire,,0,0,0,0,0,0,0,0
ritaag,ritaag,,0,0,0,0,0,0,0,0
bacharmurad,bacharmurad,,0,0,0,0,0,0,0,0
helenmarypike,helenmarypike,,0,0,0,0,0,0,0,0
sussexgtforest,sussexgtforest,,0,0,0,0,0,0,0,0
drjjpope,drjjpope,,0,0,0,0,0,0,0,0
invictusbypepp,invictusbypepp,,0,0,0,0,0,0,0,0
africanparks,africanparks,,0,0,0,0,3,4,0,4
hibiscusclubht,hibiscusclubht,,0,0,0,0,0,0,0,0
dozydozer,dozydozer,,0,0,0,0,0,0,0,0
jackposobiec,jackposobiec,,0,0,0,0,0,0,0,0
ritzs66,ritzs66,,0,0,0,0,0,0,0,0
emma20168,emma20168,,0,0,0,0,0,0,0,0
kegeiger,kegeiger,,0,0,0,0,0,0,0,0
gornallpenny,gornallpenny,,0,0,0,0,0,0,0,0
newell_sp,newell_sp,,0,0,0,0,0,0,0,0
seemsclear,seemsclear,,0,0,0,0,0,0,0,0
dukeofsussex___,dukeofsussex___,,0,0,0,0,0,0,0,0
sussexsquadm,sussexsquadm,,0,0,0,0,0,0,0,0
tessegerton,tessegerton,,0,0,0,0,0,0,0,0
sussexinspired,sussexinspired,,0,0,0,0,0,0,0,0
netbasequid,netbasequid,,0,0,0,0,3,5,0,5
oloriogun_,oloriogun_,,0,0,0,0,0,0,0,0
meghan__harry,meghan__harry,,0,0,0,0,0,0,0,0
rumokb,rumokb,,0,0,0,0,0,0,0,0
ntokozomg,ntokozomg,,0,0,0,0,0,0,0,0
bernardandcathy,bernardandcathy,,0,0,0,0,0,0,0,0
kwestsavali,kwestsavali,,0,0,0,0,0,0,0,0
godmotherolori,godmotherolori,,0,0,0,0,0,0,0,0
patouart,patouart,,0,0,0,0,0,0,0,0
hollywoodlife,hollywoodlife,,0,0,0,0,0,0,0,0
goodvibes1426,goodvibes1426,,0,0,0,0,0,0,0,0
silverl37758042,silverl37758042,,0,0,0,0,0,0,0,0
purify_toast17,purify_toast17,,0,0,0,0,0,0,0,0
aforlyn1,aforlyn1,,0,0,0,0,0,0,0,0
evaevansshine2,evaevansshine2,,0,0,0,0,0,0,0,0
wworbts,wworbts,,0,0,0,0,0,0,0,0
akagerapark,akagerapark,,0,0,0,0,0,0,0,0
swanee_cen,swanee_cen,,0,0,0,0,0,0,0,0
whatmeghanwore,whatmeghanwore,,0,0,0,0,0,0,0,0
emyrose6519,emyrose6519,,0,0,0,0,0,0,0,0
marisaaja8,marisaaja8,,0,0,0,0,0,0,0,0
addis26811427,addis26811427,,0,0,0,0,0,0,0,0
sonaaja22,sonaaja22,,0,0,0,0,0,0,0,0
23stanzas,23stanzas,,0,0,0,0,0,0,0,0
jimmyja20041774,jimmyja20041774,,0,0,0,0,0,0,0,0
elysium0820,elysium0820,,0,0,0,0,0,0,0,0
sueltalasopatv,sueltalasopatv,,0,0,0,0,0,0,0,0
tudorchick1501,tudorchick1501,,0,0,0,0,0,0,0,0
upoxbottle,upoxbottle,,0,0,0,0,0,0,0,0
getkhanout1,getkhanout1,,0,0,0,0,0,0,0,0
rahmarasyid1,rahmarasyid1,,0,0,0,0,0,0,0,0
springbrad1,springbrad1,,0,0,0,0,0,0,0,0
burlei_a,burlei_a,,0,0,0,0,0,0,0,0
yankeedoodledu1,yankeedoodledu1,,0,0,0,0,0,0,0,0
saffaayo,saffaayo,,0,0,0,0,0,0,0,0
monica_delrocio,monica_delrocio,,0,0,0,0,0,0,0,0
la_patilla,la_patilla,,0,0,0,0,0,0,0,0
nightangel69,nightangel69,,0,0,0,0,0,0,0,0
joeyjnr18,joeyjnr18,,0,0,0,0,0,0,0,0
paulncube,paulncube,,1,1,1,0,1,0,1,1
w00dy59,w00dy59,,0,0,0,0,0,0,0,0
lilyjackswrites,lilyjackswrites,,0,0,0,0,0,0,0,0
geniuswriter1,geniuswriter1,,0,0,0,0,0,0,0,0
purple25pie,purple25pie,,0,0,0,0,0,0,0,0
dash67806198,dash67806198,,0,0,0,0,0,0,0,0
freya7sl,freya7sl,,0,0,0,0,0,0,0,0
haraken_b,haraken_b,,0,0,0,0,0,0,0,0
rio55giita,rio55giita,,0,0,0,0,0,0,0,0
anncros28104104,anncros28104104,,0,0,0,0,0,0,0,0
jacobbranning,jacobbranning,,0,0,0,0,0,0,0,0
bessiebuckle1,bessiebuckle1,,0,0,0,0,0,0,0,0
tinahelmeglobal,tinahelmeglobal,,0,0,0,0,0,0,0,0
instablog9ja,instablog9ja,,0,0,0,0,0,0,0,0
changaduchessof,changaduchessof,,0,0,0,0,0,0,0,0
danimorris,danimorris,,0,0,0,0,0,0,0,0
aclawless,aclawless,,0,0,0,0,0,0,0,0
how_freedom,how_freedom,,0,0,0,0,0,0,0,0
su_brompton,su_brompton,,0,0,0,0,0,0,0,0
catoneok1,catoneok1,,0,0,0,0,0,0,0,0
worthkasie,worthkasie,,0,0,0,0,0,0,0,0
danrather,danrather,,0,0,0,0,0,0,0,0
rakibha16772811,rakibha16772811,,0,0,0,0,0,0,0,0
safezonefinance,safezonefinance,,0,0,0,0,0,0,0,0
laurenceburris5,laurenceburris5,,0,0,0,0,0,0,0,0
newsmax,newsmax,,0,0,0,0,0,0,0,0
sassylassee,sassylassee,,0,0,0,0,0,0,0,0
thedawnerator,thedawnerator,,0,0,0,0,0,0,0,0
edinkennedy,edinkennedy,,0,0,0,0,0,0,0,0
huriye,huriye,,0,0,0,0,0,0,0,0
iamsidge,iamsidge,,0,0,0,0,0,0,0,0
prince3908,prince3908,,0,0,0,0,0,0,0,0
hazei,hazei,,0,0,0,0,0,0,0,0
glodeank,glodeank,,0,0,0,0,0,0,0,0
happywhitebitch,happywhitebitch,,0,0,0,0,0,0,0,0
robrousseau,robrousseau,,0,0,0,0,0,0,0,0
burnerroyalty,burnerroyalty,,0,0,0,0,0,0,0,0
mullerdonuk,mullerdonuk,,0,0,0,0,0,0,0,0
africanews,africanews,,0,0,0,0,0,0,0,0
campbell_elroy,campbell_elroy,,0,0,0,0,0,0,0,0
eamon0303,eamon0303,,0,0,0,0,0,0,0,0
scarletwoman19,scarletwoman19,,0,0,0,0,0,0,0,0
